<pre>DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
51:15.0,36.082,-120.6315,1.676,1.13,Md,7,96,3,0.25,NCSN,1120684
30:51.8,36.19417,-120.26366,7.497,1.42,Md,15,114,9,0.04,NCSN,28687
07:38.0,36.32633,-120.3835,10.714,1.15,Md,7,155,2,0.01,NCSN,1120699
25:59.8,36.08517,-120.56633,7.423,0.74,Md,5,177,3,0.04,NCSN,1120700
38:53.9,36.24417,-120.80483,6.186,0.79,Md,13,90,3,0.06,NCSN,28646
25:04.2,36.15533,-120.31667,9.72,1.13,Md,8,253,13,0.09,NCSN,1120704
54:58.8,36.21567,-120.306,9.467,1.19,Md,11,60,5,0.02,NCSN,28656
00:08.2,35.89217,-120.43633,10.234,1.1,Md,19,105,2,0.04,NCSN,28860
35:46.0,36.27217,-120.8375,7.732,1.19,Md,6,141,7,0,NCSN,1120736
29:38.9,36.0355,-120.5925,3.169,1.11,Md,9,71,4,0.02,NCSN,1120756
12:00.1,36.232,-120.80067,7.101,0.79,Md,12,158,2,0.04,NCSN,28770
24:55.6,35.981,-120.20966,15.524,1.15,Md,12,245,15,0.03,NCSN,28833
27:55.4,35.86633,-120.26483,10.344,1.31,Md,6,250,2,0.27,NCSN,1120769
50:11.3,36.23133,-120.28316,10.884,1.36,Md,5,208,6,0.12,NCSN,1120774
07:11.2,36.0905,-120.2885,13.468,0.82,Md,4,201,16,0,NCSN,1120778
20:54.6,35.88783,-120.508,3.341,0.63,Md,5,101,3,0.03,NCSN,1120779
55:03.2,35.9735,-120.2055,16.029,1.33,Md,14,245,15,0.03,NCSN,28929
54:04.5,36.27867,-120.40334,7.001,1.07,Md,8,126,6,0.04,NCSN,1120799
29:31.4,36.09233,-120.21467,2.087,2.15,Md,23,76,10,0.17,NCSN,28969
04:49.0,36.25517,-120.45433,4.724,1.27,Md,7,137,10,0.02,NCSN,28973
59:09.3,36.253,-120.44984,4.34,0.87,Md,4,159,10,0.04,NCSN,1120829
13:17.6,36.04783,-120.61083,0.509,1.59,Md,11,55,3,0.01,NCSN,1120840
52:34.5,36.25767,-120.35167,9.231,1.07,Md,8,102,1,0.02,NCSN,29015
48:41.8,36.20817,-120.42617,4.471,0.83,Md,5,126,9,0.01,NCSN,1120848
49:14.9,36.03367,-120.59933,-0.593,1.21,Md,8,142,4,0.04,NCSN,29043
29:22.3,36.261,-120.43483,9.851,2.44,Md,33,63,8,0.11,NCSN,29057
24:13.8,36.24267,-120.37833,8.758,2.74,Md,53,53,3,0.08,NCSN,29129
25:44.0,36.2395,-120.38383,6.928,1.54,Md,6,139,4,0.02,NCSN,1120886
09:28.8,36.2435,-120.39684,6.152,0.96,Md,6,141,5,0.02,NCSN,1120888
38:06.5,36,-120.563,3.951,1.56,Md,20,63,8,0.03,NCSN,29140
38:37.4,36.001,-120.5655,3.629,1.35,Md,13,68,8,0.03,NCSN,29204
00:35.2,35.99633,-120.57133,3.589,1.2,Md,9,123,8,0.02,NCSN,29170
54:01.0,36.2145,-120.38934,8.365,1.37,Md,12,84,6,0.02,NCSN,29149
20:30.1,36.19817,-120.2735,9.137,1.28,Md,11,64,8,0.02,NCSN,29287
32:33.5,36.23883,-120.39167,6.565,1.55,Md,6,125,5,0.01,NCSN,29365
56:54.3,36.15583,-120.26817,8.963,1.04,Md,7,124,12,0.02,NCSN,29388
29:16.9,35.99333,-120.54667,5.251,1.52,Md,23,69,8,0.04,NCSN,29490
00:01.4,36.36633,-120.9575,5.751,0.94,Md,11,126,6,0.03,NCSN,29466
36:42.4,36.25933,-120.35917,7.638,1.51,Md,8,132,2,0.03,NCSN,29495
21:54.0,36.38083,-120.96484,4.881,0.91,Md,11,123,7,0.01,NCSN,29503
47:15.1,36.22917,-120.79533,7.116,1.72,Md,19,86,2,0.06,NCSN,29921
39:02.5,36.2475,-120.3585,7.274,1.71,Md,8,109,1,0.03,NCSN,1121038
30:19.2,36.26317,-120.3555,10.115,0.94,Md,4,152,2,0,NCSN,29563
38:34.3,36.278,-120.4065,8.545,0.81,Md,8,123,7,0.01,NCSN,29568
37:18.6,36.27917,-120.312,8.58,1.76,Md,8,138,4,0.02,NCSN,29589
30:54.2,36.30167,-120.38184,10.798,2.47,Md,35,57,4,0.08,NCSN,29687
26:34.9,36.01667,-120.56433,5.476,1.5,Md,13,96,11,0.02,NCSN,29690
42:36.4,36.21517,-120.76833,9.492,0.43,Md,7,158,3,0.18,NCSN,29693
23:21.6,36.39734,-120.23683,4.627,1.13,Md,8,232,21,0.2,NCSN,1121083
32:28.9,36.12233,-120.2395,4.535,1.4,Md,9,220,14,0.03,NCSN,29668
34:55.5,36.21233,-120.3855,10.213,0.96,Md,6,115,6,0.02,NCSN,29641
46:31.7,36.29733,-120.395,9.355,1.65,Md,14,111,5,0.15,NCSN,29755
07:34.7,36.211,-120.30434,9.862,1.23,Md,7,108,5,0.01,NCSN,29764
32:41.7,36.25283,-120.381,7.492,0.93,Md,6,128,3,0.02,NCSN,1121113
59:37.7,36.0775,-120.20467,9.967,1.29,Md,10,186,9,0.02,NCSN,29749
31:31.4,36.195,-120.40967,3.725,0.95,Md,6,148,9,0.12,NCSN,29720
48:00.5,36.2505,-120.3325,4.677,2.5,Md,18,142,1,0.04,NCSN,29786
16:52.4,36.04317,-120.63883,2.489,0.42,Md,5,142,5,0.03,NCSN,29807
12:07.2,36.22133,-120.2545,12.623,1.24,Md,11,117,9,0.02,NCSN,29827
11:18.2,36.2225,-120.28384,12.577,1.08,Md,9,125,6,0.01,NCSN,29836
20:23.2,36.20233,-120.26517,11.775,1.1,Md,6,136,17,0.03,NCSN,1121166
40:46.9,36.2185,-120.28117,12.219,1.21,Md,10,75,15,0.02,NCSN,1121167
08:56.8,36.22066,-120.3545,9.711,0.71,Md,6,190,3,0.01,NCSN,29848
00:44.6,36.24,-120.3935,7.105,1.96,Md,23,67,5,0.05,NCSN,29851
32:45.4,36.00433,-120.555,5.1,0.98,Md,8,89,7,0.03,NCSN,1121174
45:20.9,36.29617,-120.41383,9.391,1.83,Md,22,117,6,0.04,NCSN,29854
32:17.1,36.297,-120.41033,8.605,1.08,Md,8,142,6,0.09,NCSN,29861
36:23.9,36.23067,-120.27016,2.857,1.34,Md,8,108,7,0.1,NCSN,1121195
36:25.2,36.221,-120.31783,14.435,1.17,Md,4,252,4,0.02,NCSN,1121203
32:35.0,36.2155,-120.40916,7.185,0.99,Md,10,111,7,0.02,NCSN,29904
26:27.0,36.09617,-120.65617,3.387,1.12,Md,11,109,6,0.03,NCSN,29948
58:54.1,36.30333,-120.359,15.711,1.58,Md,9,118,4,0.05,NCSN,1121211
45:26.8,36.261,-120.4785,4.24,0.81,Md,5,158,13,0.01,NCSN,29984
12:44.8,36.19533,-120.75233,6.965,2.05,Md,27,77,5,0.05,NCSN,29985
13:55.6,36.19383,-120.7545,6.665,2.24,Md,34,76,5,0.06,NCSN,30015
28:49.0,36.19233,-120.76633,6.446,0.93,Md,8,170,4,0.02,NCSN,29986
49:18.5,36.235,-120.7955,7.906,2.44,Md,47,80,2,0.06,NCSN,29988
03:51.2,36.2625,-120.3595,9.511,1.06,Md,8,100,2,0.02,NCSN,30002
43:09.1,36.25167,-120.38483,5.703,0.99,Md,4,174,9,0,NCSN,1121230
14:54.5,36.21967,-120.38783,7.402,0.99,Md,7,112,5,0.2,NCSN,1121234
27:47.9,36.2365,-120.35633,8.047,0.91,Md,6,190,2,0.02,NCSN,30024
41:48.3,35.9125,-120.48116,-0.564,0.82,Md,7,175,4,0.23,NCSN,30056
13:01.8,36.29283,-120.2485,16.971,1.11,Md,5,221,10,0.01,NCSN,1121283
47:24.1,36.19517,-120.75883,3.806,1.81,Md,23,77,4,0.05,NCSN,30115
58:39.3,36.2255,-120.3655,11.461,1.01,Md,10,80,3,0.08,NCSN,1121291
20:07.2,36.29833,-120.29134,5.718,1.23,Md,5,269,7,0.01,NCSN,30172
47:51.7,36.125,-120.20417,8.09,1.99,Md,21,91,11,0.03,NCSN,30133
57:06.9,36.24567,-120.79483,4.866,0.91,Md,5,119,3,0.01,NCSN,30145
28:34.0,36.1565,-120.21267,8.427,2.72,Md,35,90,14,0.07,NCSN,30200
05:43.8,36.21033,-120.3735,7.035,0.81,Md,5,172,5,0.11,NCSN,1121317
05:20.6,36.24517,-120.8215,4.716,0.95,Md,7,146,4,0.02,NCSN,30243
23:49.8,36.00167,-120.566,5.091,1.09,Md,12,68,8,0.03,NCSN,1121327
18:12.7,36.27117,-120.42817,7.265,0.83,Md,7,130,8,0.02,NCSN,30264
04:35.1,36.156,-120.20634,-0.277,1.13,Md,7,135,15,0.05,NCSN,1121345
07:57.6,36.2235,-120.39317,8.555,1.08,Md,7,138,5,0.01,NCSN,30288
22:43.3,36.29667,-120.87417,4.807,1.64,Md,22,71,6,0.04,NCSN,30306
12:18.8,36.258,-120.31184,8.751,1.83,Md,18,122,3,0.09,NCSN,1121358
43:46.0,36.21017,-120.20233,6.3,1.37,Md,8,145,11,0.05,NCSN,1121370
24:31.7,36.31683,-120.64667,11.131,0.87,Md,7,210,7,0.02,NCSN,30328
34:00.7,36.1955,-120.28,8.903,1.08,Md,11,110,8,0.04,NCSN,30384
05:06.7,36.2745,-120.83533,6.586,3,ML,59,73,7,0.08,NCSN,30412
22:50.0,36.2505,-120.31667,6.175,1.14,Md,5,210,2,0,NCSN,30405
55:23.2,36.21317,-120.37617,10.085,1.84,Md,30,45,5,0.03,NCSN,30426
27:54.7,36.19517,-120.77067,5.25,2.45,Md,42,82,3,0.1,NCSN,30457
19:45.4,36.198,-120.77683,4.711,1.25,Md,12,161,3,0.02,NCSN,30483
38:43.0,35.915,-120.46433,4.45,0.55,Md,14,76,5,0.02,NCSN,30484
02:06.3,36.25283,-120.30733,8.857,1.87,Md,28,122,3,0.07,NCSN,30472
04:27.6,36.2215,-120.39833,7.715,1.18,Md,7,136,6,0.03,NCSN,30560
07:45.8,36.25017,-120.29,13.958,1.44,Md,10,126,5,0.07,NCSN,1121456
19:30.8,36.249,-120.3975,4.937,0.9,Md,5,157,10,0.01,NCSN,1121457
57:26.7,36.04217,-120.5945,3.704,0.86,Md,14,70,3,0.04,NCSN,30542
23:34.2,36.189,-120.27734,9.857,2.52,Md,38,64,9,0.06,NCSN,30589
36:35.8,36.1735,-120.2635,5.187,2.04,Md,41,113,11,0.24,NCSN,30590
01:54.9,36.278,-120.85384,4.827,1.07,Md,15,80,8,0.08,NCSN,30636
17:51.9,36.29583,-120.878,4.307,1.16,Md,15,69,5,0.03,NCSN,30633
25:24.1,36.27017,-120.84367,5.752,2.3,Md,37,70,7,0.08,NCSN,30709
10:46.4,36.32383,-120.33884,4.484,2.59,Md,33,79,3,0.11,NCSN,30720
57:48.7,36.29867,-120.4165,8.988,1.69,Md,10,121,6,0.02,NCSN,30737
42:44.6,36.17183,-120.26234,4.947,1.96,Md,21,114,11,0.23,NCSN,30741
32:38.4,36.18283,-120.74583,6.697,1.06,Md,10,126,6,0.03,NCSN,30767
11:46.6,36.18083,-120.28533,10.527,2.03,Md,23,63,9,0.05,NCSN,30786
06:51.1,36.08633,-120.21317,0.405,1.33,Md,9,193,10,0.03,NCSN,30805
43:38.4,36.11733,-120.22166,9.15,1.25,Md,12,149,12,0.06,NCSN,30814
26:55.1,36.1195,-120.22283,9.98,1.38,Md,9,81,12,0.03,NCSN,30815
28:31.4,36.12333,-120.54417,10.189,1.38,Md,5,120,10,0.01,NCSN,1121602
18:37.4,36.24783,-120.3595,10.095,0.9,Md,5,119,2,0.01,NCSN,30884
13:12.7,36.01583,-120.22017,18.236,1.89,Md,21,121,11,0.08,NCSN,30889
31:58.7,36.11917,-120.2205,8.71,1.22,Md,15,151,12,0.04,NCSN,30904
29:38.4,36.094,-120.67783,3.2,1.28,Md,14,52,17,0.1,NCSN,1121614
09:55.6,36.123,-120.235,6.53,2.44,Md,33,77,13,0.11,NCSN,30971
07:15.9,36.122,-120.23783,7.28,2.47,Md,32,76,13,0.07,NCSN,30932
57:19.9,36.11567,-120.2215,9.38,1.54,Md,15,98,12,0.02,NCSN,30935
08:27.3,36.1335,-120.21167,10.42,1.05,Md,8,200,12,0.01,NCSN,30973
19:51.7,36.2325,-120.47483,7.741,0.79,Md,4,117,12,0,NCSN,1121638
05:18.6,36.11617,-120.226,8.17,1.42,Md,14,80,12,0.07,NCSN,30945
44:39.8,36.30367,-120.2925,3.439,1.1,Md,5,210,8,0.14,NCSN,1121640
17:15.7,36.01233,-120.21883,16.936,2.17,Md,23,123,11,0.08,NCSN,30982
04:03.4,36.232,-120.47417,8.351,0.87,Md,4,116,12,0,NCSN,1121650
33:02.3,36.2815,-120.33266,8.171,2.22,Md,31,127,4,0.07,NCSN,31003
44:49.7,36.33133,-120.646,10.877,1.4,Md,16,132,9,0.07,NCSN,31062
53:47.2,36.22617,-120.2785,11.863,1.42,Md,4,143,6,0,NCSN,31063
06:19.5,36.23083,-120.2795,11.537,1.96,Md,27,117,6,0.08,NCSN,31065
35:26.9,36.16333,-120.24516,7.067,1.43,Md,12,220,19,0.06,NCSN,31101
38:20.9,36.2645,-120.36183,8.937,2.02,Md,38,58,2,0.09,NCSN,31122
36:58.4,36.127,-120.30566,8.626,0.8,Md,7,219,12,0.04,NCSN,31137
20:48.5,36.1185,-120.21516,9.785,1.28,Md,9,220,11,0.02,NCSN,31183
17:36.7,36.174,-120.30534,8.747,2.1,Md,34,58,9,0.11,NCSN,31279
48:53.2,36.19567,-120.244,12.187,1.33,Md,13,102,11,0.05,NCSN,31281
09:47.6,35.949,-120.456,13.687,1.35,Md,4,223,4,0,NCSN,1121749
59:25.4,36.19733,-120.31367,10.007,2.38,Md,37,92,6,0.07,NCSN,31232
53:20.7,36.21883,-120.31267,11.971,0.97,Md,5,157,4,0.02,NCSN,1121776
24:38.5,36.069,-120.62917,1.926,1.88,Md,23,78,3,0.07,NCSN,31253
29:13.7,36.06833,-120.62984,2.176,2.05,Md,28,47,3,0.07,NCSN,31254
08:43.3,36.26033,-120.29884,5.115,1.15,Md,5,130,4,0.02,NCSN,31264
54:09.0,36.03167,-120.58517,4.04,1.25,Md,18,68,4,0.04,NCSN,31363
04:10.8,36.03933,-120.59433,3.056,1.23,Md,13,70,3,0.03,NCSN,31373
52:55.1,36.1875,-120.28967,9.947,1.46,Md,15,92,8,0.04,NCSN,31382
22:25.1,36.20067,-120.75933,5.686,0.69,Md,8,85,4,0.05,NCSN,31385
34:49.8,36.14833,-120.22617,5.787,1.32,Md,10,220,15,0.06,NCSN,31417
07:08.4,36.20083,-120.2655,5.869,1.58,Md,10,112,17,0.05,NCSN,31426
27:59.0,36.34767,-120.9285,7.852,1.21,Md,12,95,3,0.06,NCSN,31435
09:45.9,36.1285,-120.23734,11.306,1.04,Md,6,224,14,0.05,NCSN,31437
07:41.9,36.24067,-120.4085,10.145,1.01,Md,9,101,6,0.01,NCSN,31447
40:18.5,36.19283,-120.3115,10.277,1.64,Md,22,91,7,0.07,NCSN,31522
10:05.6,36.2345,-120.393,6.195,0.82,Md,5,124,5,0.01,NCSN,31619
04:21.5,36.19833,-120.75867,5.506,0.64,Md,8,99,4,0.07,NCSN,31735
00:21.3,36.221,-120.2745,7.287,2.26,Md,32,112,7,0.06,NCSN,31743
18:33.3,36.14633,-120.228,8.877,1.97,Md,23,83,14,0.05,NCSN,31751
01:46.4,36.21017,-120.28267,7.607,1.97,Md,24,62,7,0.06,NCSN,31753
09:15.9,36.01483,-120.21684,19.756,1.1,Md,12,137,11,0.06,NCSN,31787
12:53.7,36.343,-120.93117,6.422,1.29,Md,16,105,3,0.05,NCSN,31788
30:01.9,36.10533,-120.23267,0.044,1.48,Md,5,290,18,0.04,NCSN,1121997
04:13.3,36.28867,-120.41683,9.045,3.31,Md,44,68,7,0.08,NCSN,31835
23:16.4,36.28783,-120.4185,7.055,2.3,Md,28,160,8,0.14,NCSN,31807
02:18.6,36.24133,-120.379,8.456,2.38,Md,42,104,3,0.09,NCSN,31879
29:25.2,36.228,-120.34834,9.03,1.32,Md,12,160,2,0.03,NCSN,31884
19:34.4,36.25517,-120.425,10.588,1.92,Md,22,68,7,0.06,NCSN,31952
25:40.7,36.1375,-120.43684,7.641,1.54,Md,4,162,15,0.01,NCSN,32004
59:51.3,35.89517,-120.28316,9.063,0.71,Md,5,226,4,0.02,NCSN,1122089
50:03.3,36.00467,-120.575,8.045,0.77,Md,4,195,10,0,NCSN,1122095
33:00.4,36.2395,-120.31734,8.748,1.13,Md,7,198,3,0.01,NCSN,32087
47:51.2,35.97233,-120.52866,5.522,0.97,Md,14,73,3,0.06,NCSN,32096
54:03.5,36.23683,-120.31033,8.877,1.69,Md,19,64,3,0.06,NCSN,32097
54:50.2,36.239,-120.30833,9.307,1.4,Md,11,90,3,0.03,NCSN,32153
24:33.4,36.20033,-120.7695,5.016,1.3,Md,13,78,3,0.05,NCSN,32050
03:54.2,36.27683,-120.29916,10.415,0.77,Md,6,255,5,0.01,NCSN,32051
13:07.7,36.32017,-120.29183,6.651,2.13,Md,23,178,7,0.16,NCSN,32054
52:23.4,36.05483,-120.60217,8.638,2.4,Md,43,46,2,0.06,NCSN,32056
03:17.2,36.1965,-120.3825,8.595,0.72,Md,5,147,7,0,NCSN,32057
20:21.1,36.15,-120.254,7.887,1.65,Md,12,80,14,0.09,NCSN,32060
58:40.7,36.1415,-120.24384,7.187,1.8,Md,21,131,15,0.09,NCSN,32101
46:57.8,36.2615,-120.45617,9.271,1.58,Md,7,134,10,0.02,NCSN,32107
33:44.9,35.99383,-120.55534,4.395,1.09,Md,4,201,8,0.02,NCSN,1122175
21:18.0,36.09867,-120.67717,1.797,1.65,Md,25,45,4,0.07,NCSN,32108
00:38.4,36.22483,-120.401,4.821,0.84,Md,6,131,6,0.03,NCSN,32114
20:43.7,36.07583,-120.9895,0.401,0.83,Md,4,134,20,0.13,NCSN,1122186
50:39.7,36.34017,-120.91983,8.022,2.02,Md,23,51,3,0.08,NCSN,32129
32:56.8,36.20083,-120.753,2.431,0.81,Md,4,128,4,0,NCSN,1122197
55:58.0,36.14817,-120.25134,9.797,2.22,Md,31,182,16,0.11,NCSN,32173
04:57.2,36.22267,-120.39867,8.176,1.26,Md,6,135,6,0.03,NCSN,32206
09:42.4,36.16117,-120.25567,9.304,1.27,Md,6,211,18,0.04,NCSN,1122240
10:54.4,36.11483,-120.36567,7.265,0.67,Md,5,207,7,0.04,NCSN,1122242
19:04.2,36.195,-120.29,9.827,1.9,Md,24,96,8,0.09,NCSN,32232
41:12.7,36.2825,-120.39584,9.691,1.22,Md,8,106,6,0.01,NCSN,32234
11:42.1,36.13467,-120.229,9.33,2.2,Md,25,82,13,0.08,NCSN,32235
55:59.1,36.22233,-120.35316,9.738,1.36,Md,20,112,3,0.07,NCSN,32244
24:16.5,36.229,-120.26383,12.184,1.47,Md,12,216,7,0.04,NCSN,32249
43:36.3,36.19717,-120.24733,9.78,1.62,Md,12,175,10,0.05,NCSN,32258
34:45.5,36.245,-120.38333,7.081,1.12,Md,6,92,4,0.01,NCSN,32285
57:27.6,36.2445,-120.4075,10.738,1.02,Md,7,105,6,0.01,NCSN,32324
53:33.0,36.09683,-120.2015,5.9,2.28,Md,41,83,9,0.09,NCSN,32331
34:54.0,36.27783,-120.84233,7.151,0.83,Md,6,138,8,0.02,NCSN,32341
48:27.1,36.21083,-120.2945,7.833,1.15,Md,4,209,6,0,NCSN,1122345
29:37.3,36.1135,-120.273,5.5,1.41,Md,15,174,15,0.09,NCSN,42990
33:14.5,36.16516,-120.31767,11.707,2.04,Md,34,55,10,0.04,NCSN,42739
33:05.9,36.25867,-120.33916,9.067,1.35,Md,8,106,1,0.02,NCSN,42889
16:14.4,36.25683,-120.37133,7.831,1.74,Md,14,107,3,0.03,NCSN,42474
58:12.5,36.23517,-120.37984,8.005,1.04,Md,10,103,4,0.05,NCSN,42176
43:41.4,35.973,-120.51833,10.923,1.97,Md,39,77,3,0.03,NCSN,42445
59:53.8,36.03167,-120.5835,4.015,1.11,Md,12,144,4,0.04,NCSN,42505
39:08.5,36.246,-120.39817,6.234,1.07,Md,11,109,5,0.03,NCSN,41466
40:31.7,36.33817,-120.92484,5.977,1.14,Md,6,119,2,0.03,NCSN,39150
54:45.9,36.26633,-120.33017,8.657,1.55,Md,13,79,2,0.05,NCSN,34910
06:19.4,36.24166,-120.802,9.166,1.96,Md,39,79,3,0.06,NCSN,34891
04:27.8,36.218,-120.39433,7.045,1.25,Md,14,112,6,0.07,NCSN,40377
52:05.5,36.17733,-120.244,9.103,1,Md,9,261,20,0.02,NCSN,34533
48:23.3,35.85633,-120.23317,7.455,1.61,Md,7,304,4,0.04,NCSN,40450
33:09.4,36.30583,-120.88583,4.452,2.07,Md,35,65,4,0.07,NCSN,32610
21:40.7,35.963,-120.50784,5.073,0.81,Md,15,136,1,0.03,NCSN,32600
12:12.1,36.1935,-120.23434,14.298,1.48,Md,15,244,12,0.04,NCSN,32602
36:31.9,36.30117,-120.87717,5.482,2.29,Md,47,69,5,0.08,NCSN,32604
04:54.4,36.17717,-120.301,6.738,1.8,Md,11,202,9,0.02,NCSN,40774
23:53.5,36.18067,-120.23067,11.459,1.1,Md,8,240,13,0.02,NCSN,40869
38:13.1,35.92783,-120.47567,3.879,1.47,Md,19,77,4,0.03,NCSN,40965
15:11.9,35.97933,-120.53783,5.163,0.75,Md,10,152,4,0.02,NCSN,32724
28:14.0,35.97667,-120.54417,4.114,0.75,Md,5,176,6,0,NCSN,1122628
22:39.2,36.03517,-120.59016,7.225,1.74,Md,26,121,4,0.06,NCSN,32740
04:38.1,35.95583,-120.51867,4.939,1.02,Md,8,105,3,0.01,NCSN,1122677
14:57.1,36.14883,-120.72266,3.837,1.23,Md,12,89,4,0.04,NCSN,41177
22:00.9,35.928,-120.47767,3.689,1.07,Md,17,77,3,0.04,NCSN,35342
55:53.4,36.3145,-120.89267,3.642,1.4,Md,18,69,3,0.05,NCSN,35925
17:03.5,36.245,-120.36433,7.878,1.71,Md,18,95,2,0.04,NCSN,35928
46:30.3,36.17017,-120.247,0.688,1.08,Md,4,126,17,0.03,NCSN,1123065
37:21.2,36.1715,-120.24433,10.507,0.95,Md,8,90,12,0.03,NCSN,33009
24:59.8,36.2015,-120.3085,9.818,0.85,Md,7,244,6,0.01,NCSN,33073
23:41.7,36.24866,-120.375,8.525,0.92,Md,7,110,3,0.01,NCSN,33295
33:46.5,36.36967,-120.958,6.401,0.93,Md,10,105,6,0.05,NCSN,33050
45:24.1,36.15167,-120.2725,10.33,1,Md,10,147,16,0.04,NCSN,33053
38:46.3,36.2655,-120.84766,5.393,1.4,Md,14,143,7,0.04,NCSN,33027
17:31.3,36.25933,-120.43367,9.765,1.22,Md,12,124,8,0.03,NCSN,33031
54:11.9,36.16733,-120.27483,8.507,1.17,Md,13,160,17,0.06,NCSN,33032
01:26.6,36.15467,-120.27983,4.142,1.12,Md,6,134,16,0.02,NCSN,1123167
13:32.9,36.32267,-120.90217,5.611,0.92,Md,8,105,3,0.03,NCSN,33040
07:25.8,36.354,-120.932,6.822,2.4,Md,47,59,4,0.08,NCSN,36105
02:35.6,35.92517,-120.47417,3.646,0.3,Md,7,121,4,0.01,NCSN,36111
35:54.0,36.161,-120.24433,5.987,1.35,Md,13,131,13,0.12,NCSN,33142
55:55.1,36.21967,-120.40767,0.205,1.04,Md,4,166,7,0.02,NCSN,33147
20:04.1,36.171,-120.24483,11.807,2.3,Md,32,76,12,0.07,NCSN,33156
17:03.7,36.2895,-120.412,8.648,1,Md,7,136,6,0.08,NCSN,1123237
37:15.4,36.31433,-120.4115,9.748,0.97,Md,10,142,4,0.06,NCSN,33122
42:24.6,36.14933,-120.21817,3.567,1.66,Md,13,190,25,0.07,NCSN,33129
53:10.7,36.24083,-120.43784,-0.485,1.77,Md,19,78,9,0.15,NCSN,33179
09:17.5,36.35483,-120.93967,4.962,1.17,Md,14,61,4,0.04,NCSN,33186
25:51.3,36.24633,-120.48083,6.545,1.22,Md,6,129,12,0.01,NCSN,33225
23:15.3,36.2425,-120.40617,8.365,0.99,Md,8,108,6,0.12,NCSN,1123277
51:22.4,36.27383,-120.35934,4.918,1.07,Md,7,115,3,0.16,NCSN,33241
57:26.3,36.27683,-120.358,10.778,0.75,Md,9,118,3,0.12,NCSN,1123301
35:28.8,36.29517,-120.871,5.152,0.84,Md,7,94,6,0.03,NCSN,33388
38:41.1,36.2465,-120.44217,5.939,0.96,Md,6,129,9,0.02,NCSN,1123341
42:47.1,36.26767,-120.45,11.195,1.27,Md,9,125,10,0.02,NCSN,37800
17:56.8,36.05684,-120.60883,4.161,1.96,Md,32,51,2,0.06,NCSN,33372
29:06.0,36.35217,-120.93467,4.322,1.04,Md,7,112,4,0.03,NCSN,1123348
06:57.3,36.27267,-120.41534,6.258,1.68,Md,15,101,7,0.06,NCSN,33385
49:11.4,36.3505,-120.93533,4.512,0.95,Md,10,111,4,0.02,NCSN,33331
54:22.7,36.0695,-120.629,0.682,1.14,Md,5,153,3,0.02,NCSN,1123421
22:27.5,36.275,-120.84783,6.131,0.83,Md,5,132,8,0.01,NCSN,34019
32:52.0,35.993,-120.54633,4.683,1.08,Md,12,69,6,0.04,NCSN,34025
29:36.0,36.33167,-120.37,10.979,1.11,Md,8,164,1,0.06,NCSN,1123445
05:33.2,36.16017,-120.24583,7.49,1.55,Md,17,172,13,0.09,NCSN,33442
08:29.8,36.27167,-120.8515,5.249,0.85,Md,4,159,8,0.01,NCSN,1123500
58:14.9,36.17117,-120.24917,11.287,2,Md,28,75,12,0.07,NCSN,33500
20:19.5,36.17267,-120.24683,11.787,2.38,Md,36,75,12,0.09,NCSN,33502
22:14.4,36.17383,-120.28733,11.127,1.32,Md,10,125,10,0.15,NCSN,1123516
47:44.2,36.03667,-120.58984,3.999,0.63,Md,4,173,4,0,NCSN,1123546
49:53.4,36.251,-120.34333,9.287,1.62,Md,13,77,0,0.03,NCSN,33697
50:26.1,36.233,-120.36733,10.434,2.45,Md,43,43,3,0.08,NCSN,33696
56:35.3,36.094,-120.6875,-0.613,1.11,Md,7,92,4,0.23,NCSN,1123552
21:07.8,35.947,-120.68134,-0.462,1.54,Md,5,151,4,0.25,NCSN,1123565
27:58.9,36.37167,-120.9475,6.881,1.96,Md,32,66,6,0.07,NCSN,34775
34:36.8,36.35017,-120.9345,5.152,1.55,Md,25,56,4,0.08,NCSN,34776
41:36.2,36.1815,-120.29633,10.007,0.76,Md,10,120,9,0.03,NCSN,33676
58:18.0,36.279,-120.41,7.724,0.83,Md,5,126,7,0.01,NCSN,33622
37:51.8,36.24367,-120.44283,10.565,1.1,Md,5,172,12,0.03,NCSN,1123622
12:17.0,36.29767,-120.32034,9.887,1.82,Md,11,143,6,0.03,NCSN,33645
51:19.0,36.29733,-120.31167,9.827,1.62,Md,9,101,6,0.05,NCSN,33647
56:32.8,36.207,-120.79217,6.316,0.57,Md,4,176,1,0.01,NCSN,33651
39:25.1,36.27767,-120.84566,6.472,0.71,Md,10,85,8,0.04,NCSN,33656
01:31.3,36.08383,-120.657,-0.63,1.55,Md,20,76,6,0.15,NCSN,33662
48:23.6,36.301,-120.29684,11.485,1.1,Md,7,268,7,0.02,NCSN,33670
00:55.3,36.244,-120.4005,6.155,0.8,Md,7,108,5,0.02,NCSN,33671
23:21.3,36.26117,-120.36983,8.258,0.54,Md,6,91,3,0.01,NCSN,33699
54:04.2,36.25583,-120.34267,7.917,0.84,Md,6,90,1,0.06,NCSN,1123667
31:02.7,36.0645,-120.62566,3.32,1.11,Md,7,121,3,0.06,NCSN,1123694
01:14.4,36.10633,-120.29117,7.6,1.65,Md,17,270,13,0.06,NCSN,34936
