<pre>DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
02:01.5,36.132,-120.28516,-0.13,1.86,Md,27,72,14,0.21,NCSN,34937
13:18.1,36.26667,-120.7235,7.116,1.5,Md,15,146,9,0.09,NCSN,1123770
22:05.5,36.17167,-120.6475,5.994,0.78,Md,8,99,10,0.01,NCSN,34009
37:27.9,36.37217,-120.958,6.351,0.96,Md,18,69,7,0.06,NCSN,33905
10:40.7,36.1795,-120.757,2.947,1.61,Md,17,122,5,0.08,NCSN,33910
16:43.7,36.1765,-120.27983,11.23,0.73,Md,5,179,17,0.01,NCSN,33853
57:44.0,36.351,-120.9365,4.94,1.03,Md,12,90,4,0.03,NCSN,33868
15:43.2,36.2165,-120.34116,9.607,1.19,Md,15,115,4,0.06,NCSN,33872
40:10.7,36.32784,-120.90383,2.927,1.29,Md,12,79,3,0.02,NCSN,33924
45:02.5,36.2695,-120.4015,8.058,1.03,Md,8,114,6,0.01,NCSN,33952
57:03.8,36.37933,-120.963,5.171,0.53,Md,15,73,7,0.04,NCSN,33953
59:20.4,36.3185,-120.28783,5.298,0.64,Md,4,185,8,0,NCSN,33957
15:38.7,36.347,-120.93467,5.172,1.04,Md,13,88,3,0.05,NCSN,33959
18:49.6,36.26467,-120.37067,8.738,0.63,Md,8,92,3,0.01,NCSN,33960
18:24.5,36.27383,-120.4785,9.311,1.1,Md,7,152,12,0.06,NCSN,1123961
37:56.5,36.0875,-120.61017,13.847,1.66,Md,10,148,2,0.35,NCSN,1124015
23:57.6,36.36733,-120.947,5.341,1.66,Md,23,64,6,0.07,NCSN,34337
20:36.8,36.192,-120.3575,10.485,1.33,Md,14,118,6,0.05,NCSN,34502
42:36.5,36.21033,-120.40833,5.224,1.05,Md,6,138,7,0.01,NCSN,34181
00:16.1,36.04917,-120.58783,3.437,0.83,Md,9,90,2,0.22,NCSN,1124081
09:13.8,36.23683,-120.28333,11.731,1.22,Md,9,224,6,0.04,NCSN,34261
36:00.1,36.21717,-120.39217,8.101,0.9,Md,9,119,6,0.01,NCSN,34394
08:58.3,36.19883,-120.30717,9.041,1.03,Md,6,195,16,0.04,NCSN,34998
31:02.1,36.35333,-120.93383,3.893,0.68,Md,7,120,4,0.02,NCSN,34427
46:00.1,36.32883,-120.37634,10.411,1.36,Md,6,161,1,0.01,NCSN,34429
16:43.5,36.248,-120.3685,8.761,2.01,Md,24,83,2,0.07,NCSN,34431
27:12.1,36.38334,-120.9695,5.621,0.65,Md,9,110,6,0.02,NCSN,34438
58:53.2,36.218,-120.2885,7.197,1.67,Md,12,66,6,0.03,NCSN,34453
18:29.3,36.2145,-120.2895,8.777,1.85,Md,11,110,6,0.05,NCSN,34406
54:10.1,36.21917,-120.28267,5.827,1.85,Md,11,75,6,0.09,NCSN,34408
10:20.1,36.21117,-120.2845,6.767,0.57,Md,5,150,7,0,NCSN,34412
50:22.5,36.18867,-120.277,8.777,0.75,Md,7,123,9,0.02,NCSN,34469
54:26.6,36.16583,-120.24316,8.497,1.59,Md,19,129,13,0.06,NCSN,34636
59:03.9,36.29767,-120.4175,9.051,1.21,Md,8,148,6,0.01,NCSN,34637
05:22.0,36.20067,-120.76383,6.83,1.46,Md,17,148,3,0.04,NCSN,34552
07:32.4,36.29267,-120.42917,7.541,1.15,Md,9,151,7,0.03,NCSN,34565
21:22.0,35.99717,-120.56067,2.853,0.98,Md,12,82,5,0.09,NCSN,1124225
13:24.0,36.2745,-120.40533,7.781,0.89,Md,7,146,6,0.02,NCSN,34604
41:31.6,35.8395,-120.37767,4.196,0.92,Md,6,181,2,0,NCSN,34625
24:12.9,36.29367,-120.41116,8.761,1.23,Md,8,141,6,0.03,NCSN,35016
19:57.8,36.3485,-120.93417,5.022,0.7,Md,8,110,4,0.03,NCSN,34755
56:45.5,36.385,-120.96883,4.901,0.62,Md,8,129,6,0.02,NCSN,34724
05:00.5,36.20067,-120.31767,10.287,1.08,Md,10,109,6,0.04,NCSN,34828
11:15.2,35.8795,-120.895,4.094,2.81,Md,5,190,30,0.11,NCSN,1124318
36:19.5,36.24333,-120.31667,8.447,1.16,Md,6,125,2,0.05,NCSN,1124341
35:42.7,36.11867,-120.96767,6.201,1.4,Md,6,147,16,0.32,NCSN,1124362
32:15.2,36.37317,-120.962,6.597,0.91,Md,4,145,7,0.01,NCSN,34826
02:22.2,36.17484,-120.30033,10.443,1.26,Md,13,201,9,0.04,NCSN,38673
23:27.9,36.24117,-120.80167,6.261,1.72,Md,15,154,3,0.05,NCSN,38816
16:07.3,36.18683,-120.283,9.484,1.81,Md,20,65,9,0.07,NCSN,36096
17:22.0,36.17267,-120.24284,11.35,1.68,Md,21,76,12,0.06,NCSN,36097
23:42.5,36.10033,-120.4985,-0.595,1.04,Md,10,161,6,0.1,NCSN,35910
12:27.7,36.33317,-120.5705,4.404,1.49,Md,7,191,23,0.2,NCSN,1124422
19:12.3,36.26233,-120.41933,7.661,1.2,Md,6,171,7,0.01,NCSN,34987
13:38.8,35.99917,-120.53433,14.443,0.97,Md,14,75,6,0.02,NCSN,35862
07:13.9,36.38867,-120.9735,6.091,1.34,Md,10,107,6,0.04,NCSN,35867
54:43.6,36.36717,-120.95216,5.881,1.46,Md,19,63,6,0.04,NCSN,35872
49:52.7,36.05416,-120.6055,3.469,0.62,Md,8,97,2,0.02,NCSN,39508
26:38.6,36.0285,-120.58434,1.085,0.36,Md,8,148,5,0.01,NCSN,39511
55:10.2,36.017,-120.574,4.185,0.19,Md,7,153,5,0.03,NCSN,35239
47:47.0,36.012,-120.565,4.765,1.35,Md,15,84,5,0.03,NCSN,35085
32:28.4,36.012,-120.5665,4.825,1.54,Md,25,74,5,0.05,NCSN,35090
20:26.7,36.29633,-120.87817,4.102,1.03,Md,11,109,5,0.02,NCSN,35141
16:24.6,36.297,-120.87733,4.141,1.06,Md,10,110,5,0.03,NCSN,35562
58:04.9,35.863,-120.40683,4.751,1.15,Md,17,74,2,0.03,NCSN,39627
12:07.4,35.9855,-120.5405,1.323,0.78,Md,15,70,5,0.05,NCSN,35203
12:28.0,36.14117,-120.22083,6.12,1.37,Md,11,145,16,0.02,NCSN,35284
46:32.5,36.093,-120.644,3.099,0.88,Md,8,165,5,0.03,NCSN,38827
05:28.7,36.03733,-120.58767,7.445,1.3,Md,24,77,4,0.03,NCSN,35439
07:42.4,36.03817,-120.58633,7.565,1.54,Md,27,79,4,0.02,NCSN,35440
01:20.9,36.20633,-120.374,10.091,2.18,Md,30,58,6,0.06,NCSN,38906
15:20.9,35.95967,-120.92966,4.839,0.72,Md,15,109,8,0.03,NCSN,37447
59:14.0,35.7785,-120.32367,4.642,0.59,Md,10,103,6,0.01,NCSN,37451
21:02.7,36.2405,-120.82233,6.391,1.35,Md,18,139,4,0.16,NCSN,37453
22:22.3,36.37867,-120.56517,12.952,1.85,Md,19,157,23,0.07,NCSN,35359
39:37.8,36.25033,-120.81983,8.541,0.89,Md,11,151,4,0.02,NCSN,37461
49:24.8,36.2105,-120.3015,9.934,1.07,Md,10,80,6,0.03,NCSN,37462
31:53.3,36.20217,-120.29784,8.234,2.08,Md,31,58,7,0.08,NCSN,37628
05:13.3,36.19883,-120.35917,9.081,1.37,Md,13,138,6,0.05,NCSN,35322
03:49.3,36.0565,-120.53284,10.402,0.98,Md,7,160,6,0.04,NCSN,1124687
55:08.2,36.19417,-120.74767,6.05,0.99,Md,10,128,5,0.11,NCSN,1124695
45:42.9,35.99283,-120.99333,6.499,1.15,Md,16,54,10,0.04,NCSN,35333
47:55.3,36.16833,-120.243,10.49,1.65,Md,21,76,13,0.05,NCSN,35338
32:21.7,36.23483,-120.3495,10.371,1.44,Md,17,99,2,0.08,NCSN,35379
55:10.4,36.07567,-120.33916,8.42,1.41,Md,8,179,9,0.06,NCSN,1124729
20:01.8,36.2145,-120.34367,7.671,1.44,Md,13,138,4,0.04,NCSN,35473
06:56.0,36.24917,-120.41933,10.297,1.31,Md,7,208,7,0.02,NCSN,35478
18:24.4,36.183,-120.342,10.188,1.2,Md,10,118,7,0.04,NCSN,35669
48:50.2,35.70617,-120.25584,11.01,1.49,Md,22,153,7,0.04,NCSN,37670
06:41.1,36.2455,-120.80267,6.561,1.08,Md,13,141,3,0.04,NCSN,37736
51:04.4,36.22383,-120.2835,7.238,1.38,Md,9,143,6,0.14,NCSN,1124775
54:52.8,36.24567,-120.808,6.031,0.93,Md,9,153,3,0.04,NCSN,35539
49:10.9,36.2525,-120.8115,8.196,0.77,Md,9,90,4,0.02,NCSN,36627
59:15.4,36.27217,-120.4015,11.292,1.46,Md,11,138,6,0.05,NCSN,36408
15:24.6,36.26717,-120.3575,8.658,2.09,Md,36,67,2,0.12,NCSN,35714
43:35.0,36.22017,-120.23833,2.036,1.37,Md,4,155,10,0,NCSN,1124835
49:34.2,36.21617,-120.448,5.465,2.58,Md,37,115,10,0.08,NCSN,35681
01:56.9,36.21517,-120.4605,2.565,1.88,Md,17,94,11,0.16,NCSN,35682
31:04.5,36.28233,-120.40683,8.098,1.73,Md,21,143,7,0.07,NCSN,35693
10:58.3,36.36717,-120.95267,5.121,0.79,Md,9,120,6,0.02,NCSN,35698
44:06.3,36.05583,-120.60117,7.081,0.88,Md,15,71,2,0.04,NCSN,35811
31:30.9,36.17417,-120.22867,11.523,0.84,Md,8,167,13,0.03,NCSN,35815
54:30.3,36.26233,-120.45316,11.292,1.02,Md,7,140,10,0.05,NCSN,1124886
56:24.7,36.2635,-120.45,9.842,0.88,Md,8,141,10,0.01,NCSN,35817
39:07.1,36.16283,-120.23483,9.74,1.01,Md,12,133,17,0.04,NCSN,35821
52:25.2,36.39667,-120.34067,6.271,1.18,Md,6,163,12,0.02,NCSN,1124888
25:39.2,36.34717,-120.34517,7.433,0.84,Md,5,163,11,0.01,NCSN,35825
32:36.6,36.2005,-120.22733,9.09,1.29,Md,9,132,12,0.29,NCSN,1124900
07:44.9,36,-120.88167,8.824,0.58,Md,11,103,3,0.03,NCSN,35772
14:58.3,35.99317,-120.556,5.373,0.83,Md,11,132,5,0.02,NCSN,35786
19:05.3,36.29016,-120.41566,6.342,0.96,Md,8,150,8,0.03,NCSN,1124913
23:17.0,35.85333,-120.39367,3.301,0.45,Md,9,70,2,0.01,NCSN,38603
41:08.1,36.35033,-120.351,6.255,1.33,Md,5,166,11,0.07,NCSN,1124926
40:27.9,36.25817,-120.3455,8.708,1.28,Md,6,135,1,0.01,NCSN,38281
16:07.5,36.0845,-120.20267,10.163,0.76,Md,8,151,9,0.01,NCSN,37757
12:19.5,36.3355,-120.92367,5.842,0.99,Md,11,92,2,0.05,NCSN,36041
54:11.4,36.222,-120.26033,9.554,1.36,Md,10,146,8,0.04,NCSN,35975
25:06.6,36.15017,-120.261,3.56,0.83,Md,6,129,13,0.03,NCSN,36226
04:31.9,36.22167,-120.35767,11.208,1.14,Md,11,121,3,0.04,NCSN,36348
15:04.9,36.3445,-120.92367,3.782,0.68,Md,12,92,3,0.02,NCSN,36204
01:54.1,36.2975,-120.423,7.912,1.45,Md,14,138,9,0.09,NCSN,36212
45:21.4,36.19,-120.31033,10.524,3.3,ML,46,56,7,0.07,NCSN,36976
55:17.6,36.189,-120.31133,9.848,0.99,Md,9,103,7,0.03,NCSN,36978
03:17.5,36.19017,-120.31116,10.314,3.07,Md,47,56,7,0.06,NCSN,37215
21:55.9,36.19433,-120.329,8.922,1.33,Md,8,184,6,0.05,NCSN,1125016
22:26.6,36.19283,-120.30983,11.044,3.8,ML,51,56,7,0.06,NCSN,36982
27:18.8,36.18767,-120.30917,10.804,1.82,Md,21,56,7,0.06,NCSN,36984
28:36.7,36.19667,-120.30683,10.968,1.38,Md,16,103,7,0.07,NCSN,36142
30:28.2,36.18783,-120.3035,8.7,1.47,Md,15,105,8,0.14,NCSN,36143
34:42.3,36.20733,-120.347,11.818,1.8,Md,16,146,5,0.04,NCSN,36144
40:56.1,36.18733,-120.31316,9.942,1.04,Md,4,196,7,0,NCSN,1125017
41:45.6,36.18217,-120.30117,9.56,2.38,Md,37,58,8,0.08,NCSN,36146
40:33.5,36.1645,-120.2325,9.44,1.66,Md,21,81,14,0.08,NCSN,36152
16:20.2,36.18867,-120.3065,9.561,0.67,Md,5,211,7,0,NCSN,36176
42:51.9,36.13417,-120.29967,14.086,1.56,Md,17,131,13,0.04,NCSN,37176
53:38.7,36.1885,-120.3155,9.272,0.93,Md,11,146,7,0.04,NCSN,36333
36:37.4,36.12067,-120.26483,4.726,0.81,Md,5,209,16,0.02,NCSN,36292
37:15.8,36.134,-120.3005,13.996,1.21,Md,13,131,13,0.02,NCSN,36461
47:22.0,36.135,-120.3025,14.855,0.58,Md,6,191,13,0.02,NCSN,39900
12:36.4,35.8975,-120.44083,5.29,3,ML,49,39,3,0.07,NCSN,36296
34:41.0,36.18667,-120.27317,9.524,1.55,Md,15,115,9,0.02,NCSN,36303
58:15.0,36.17233,-120.242,9.792,1.07,Md,14,127,17,0.02,NCSN,36305
38:26.1,36.1695,-120.24184,9.51,1.5,Md,16,103,13,0.03,NCSN,37624
46:58.3,36.368,-120.93716,9.561,2.36,Md,34,65,6,0.08,NCSN,36860
40:53.3,36.24583,-120.30117,7.438,1.28,Md,13,104,4,0.04,NCSN,36875
03:16.3,36.02433,-120.58683,-0.675,1.29,Md,17,94,5,0.07,NCSN,36876
32:42.5,36.2855,-120.371,8.942,1.05,Md,6,139,5,0.01,NCSN,36501
52:36.2,36.13117,-120.25083,6.46,1.01,Md,11,141,17,0.03,NCSN,36481
51:28.3,36.24067,-120.386,11.422,1.81,Md,31,105,4,0.12,NCSN,36416
59:17.5,36.34167,-120.8955,3.094,1.03,Md,11,119,4,0.04,NCSN,36417
56:22.2,36.38383,-120.96416,7.891,0.79,Md,15,106,7,0.08,NCSN,36628
06:44.2,36.28,-120.732,8.576,0.89,Md,7,141,9,0.06,NCSN,36446
27:49.5,36.3285,-120.42917,12.323,1.39,Md,11,140,12,0.01,NCSN,36762
25:53.9,36.38433,-120.96616,6.441,2.4,Md,55,59,7,0.07,NCSN,36576
59:46.7,36.21133,-120.767,6.646,0.54,Md,10,83,3,0.05,NCSN,36579
09:25.1,36.2045,-120.76067,4.648,0.69,Md,4,129,4,0,NCSN,36563
08:10.5,36.263,-120.82267,7.076,0.52,Md,7,109,6,0.02,NCSN,36630
24:44.7,36.16717,-120.2275,7.66,1.04,Md,12,134,14,0.04,NCSN,36649
52:31.2,36.24383,-120.41183,10.852,1.61,Md,10,126,6,0.02,NCSN,36712
02:47.3,36.37817,-120.9585,5.401,1.54,Md,25,67,7,0.07,NCSN,36713
44:07.0,36.38267,-120.9635,5.701,1.31,Md,17,68,7,0.06,NCSN,36741
20:00.6,36.21367,-120.287,4.544,1.87,Md,7,83,6,0.05,NCSN,36752
50:29.9,36.02934,-120.99567,5.989,0.5,Md,9,96,10,0.02,NCSN,36802
01:06.2,36.16367,-120.27317,10.5,1.14,Md,10,122,11,0.02,NCSN,36803
06:17.2,36.24733,-120.809,11.089,0.5,Md,6,156,4,0.02,NCSN,36825
44:54.2,36.24917,-120.35,8.177,1.07,Md,7,163,1,0.02,NCSN,36828
25:45.1,36.1275,-120.21633,7.42,2.65,Md,42,86,12,0.09,NCSN,36899
29:40.3,36.1535,-120.2545,9.52,2.37,Md,36,73,13,0.07,NCSN,36903
21:01.9,36.255,-120.756,9.096,2.07,Md,32,112,6,0.06,NCSN,37292
15:51.3,36.24467,-120.4215,5.332,1.74,Md,12,109,7,0.03,NCSN,37303
44:51.7,36.055,-120.60433,3.881,1.26,Md,22,52,2,0.04,NCSN,36914
22:13.3,36.33017,-120.75433,5.576,0.76,Md,5,174,8,0.02,NCSN,36930
50:56.1,36.2645,-120.43066,8.117,1.33,Md,5,194,8,0.01,NCSN,37039
57:43.7,36.2215,-120.39083,8.468,1.42,Md,15,111,5,0.03,NCSN,37045
05:43.6,36.16333,-120.2715,9.25,1.27,Md,11,132,12,0.04,NCSN,37046
47:50.1,36.2565,-120.43784,2.137,2.39,Md,40,72,9,0.2,NCSN,37050
02:28.6,36.27934,-120.4085,7.932,1.04,Md,8,129,7,0.03,NCSN,36989
20:07.3,36.274,-120.83733,7.742,0.85,Md,13,87,7,0.03,NCSN,36994
43:29.2,36.25517,-120.35484,9.788,1.05,Md,5,144,1,0.03,NCSN,36998
47:40.6,36.21667,-120.39684,7.008,0.99,Md,9,129,6,0.02,NCSN,37007
10:47.2,36.38334,-120.96716,5.711,1.58,Md,20,68,7,0.06,NCSN,37143
18:15.9,36.051,-120.61867,-0.359,1,Md,9,133,3,0.02,NCSN,37083
00:41.8,36.0435,-120.59016,3.801,0.66,Md,10,149,3,0.02,NCSN,37096
31:04.3,36.179,-120.24966,10.884,1.25,Md,11,123,11,0.04,NCSN,37221
30:26.2,36.26917,-120.3655,9.818,1.41,Md,8,130,3,0.02,NCSN,37231
33:42.5,36.37733,-120.94334,2.161,1.44,Md,8,113,7,0.08,NCSN,37265
37:40.7,36.27483,-120.41933,6.967,1.45,Md,9,142,7,0.08,NCSN,37266
19:32.6,36.26083,-120.38333,10.138,1.03,Md,6,129,4,0.01,NCSN,37271
05:58.5,35.99283,-120.99333,6.449,0.71,Md,9,94,10,0.04,NCSN,37275
52:44.1,36.27033,-120.37366,8.038,1.79,Md,16,132,4,0.14,NCSN,37286
24:33.9,36.15617,-120.25767,10.46,1.87,Md,22,72,13,0.09,NCSN,37399
13:41.9,36.23283,-120.46817,3.645,2.4,Md,32,70,11,0.08,NCSN,38693
56:45.0,36.28383,-120.38033,8.817,1.68,Md,18,109,5,0.06,NCSN,38697
07:11.5,36.2445,-120.47217,2.205,2.18,Md,15,101,12,0.18,NCSN,37551
30:38.9,36.26933,-120.32533,9.478,1.99,Md,41,67,3,0.08,NCSN,38711
05:40.0,36.26,-120.398,7.292,1.1,Md,14,185,5,0.02,NCSN,38721
55:08.0,36.22633,-120.28467,11.403,1.19,Md,10,164,6,0.05,NCSN,37501
47:01.3,36.22883,-120.39933,6.282,1,Md,5,128,6,0.01,NCSN,37690
26:25.8,36.2165,-120.45734,2.495,2.14,Md,28,88,11,0.26,NCSN,37698
45:45.8,36.2805,-120.7845,13.647,1.34,Md,14,116,11,0.12,NCSN,37720
55:42.0,36.00733,-120.565,4.725,0.55,Md,11,153,5,0.01,NCSN,37807
49:17.9,36.24,-120.80583,5.206,0.84,Md,8,88,3,0.05,NCSN,37831
40:00.4,36.15717,-120.20766,8.47,1.03,Md,14,93,14,0.07,NCSN,38221
41:45.6,35.825,-120.37383,6.315,0.62,Md,16,76,2,0.02,NCSN,37937
47:25.6,36.292,-120.41717,5.412,1.19,Md,4,151,8,0,NCSN,40628
58:08.8,36.24517,-120.42,10.952,1.81,Md,26,127,7,0.11,NCSN,37913
55:46.5,36.07583,-120.21017,7.726,0.69,Md,6,184,9,0.01,NCSN,37972
42:27.7,35.77833,-120.3285,7.802,1.03,Md,17,99,6,0.02,NCSN,37990
58:36.6,36.1735,-120.29984,7.06,1.79,Md,26,60,9,0.15,NCSN,38157
23:59.7,36.22883,-120.32066,8.795,0.84,Md,9,151,3,0.03,NCSN,38159
27:04.1,36.08083,-120.205,9.35,0.61,Md,8,92,9,0.01,NCSN,38129
16:39.4,36.22117,-120.78633,4.966,1.64,Md,25,84,1,0.09,NCSN,38134
23:21.8,36.39034,-120.9715,6.521,1.32,Md,16,70,6,0.05,NCSN,38076
08:15.5,36.0455,-120.60316,10.141,0.81,Md,12,123,3,0.05,NCSN,38084
17:40.4,36.15333,-120.34683,11.645,0.85,Md,15,148,10,0.05,NCSN,38033
41:01.6,36.002,-120.253,7.796,1.81,Md,27,116,11,0.06,NCSN,38036
56:20.5,36.00167,-120.55917,3.235,0.96,Md,15,71,5,0.03,NCSN,38041
52:53.2,35.78167,-120.33183,8.06,1.18,Md,24,58,6,0.02,NCSN,38016
57:04.2,36.38334,-120.965,6.171,1.58,Md,26,68,7,0.06,NCSN,38292
40:26.5,36.18167,-120.24883,10.04,0.93,Md,12,122,17,0.03,NCSN,38111
48:50.2,35.75683,-120.31866,7.312,0.38,Md,12,121,6,0.02,NCSN,38175
49:48.5,36.3535,-120.37733,14.968,1.53,Md,13,133,2,0.05,NCSN,38554
12:48.4,36.2965,-120.86667,5.572,0.88,Md,9,103,6,0.02,NCSN,38562
10:01.8,36.33017,-120.333,14.204,1.61,Md,10,121,3,0.02,NCSN,38567
56:32.5,36.31467,-120.34067,12.164,1.65,Md,14,154,4,0.07,NCSN,38450
41:48.4,36.32533,-120.33466,13.239,1.27,Md,8,143,3,0.02,NCSN,38453
59:49.9,36.209,-120.3515,10.495,1.19,Md,14,119,5,0.07,NCSN,38382
05:29.7,36.20867,-120.35284,10.995,1.04,Md,15,102,5,0.02,NCSN,38363
14:13.4,36.29467,-120.87183,5.791,0.81,Md,5,145,6,0.02,NCSN,38470
22:43.2,36.329,-120.3315,14.308,1.01,Md,6,145,4,0,NCSN,38476
40:43.6,36.26817,-120.84184,6.102,1.58,Md,23,85,7,0.07,NCSN,38531
24:52.2,36.15317,-120.218,5.527,1.34,Md,10,156,15,0.02,NCSN,38551
25:53.3,36.24783,-120.377,8.388,1.06,Md,8,109,3,0.01,NCSN,38519
10:02.0,36.2925,-120.33717,9.568,1.06,Md,7,172,5,0.02,NCSN,38650
04:01.6,36.04117,-120.59116,3.612,0.44,Md,10,155,3,0.03,NCSN,38772
44:28.0,35.86133,-120.4045,4.271,1.02,Md,17,73,2,0.02,NCSN,38780
53:03.5,35.91267,-120.28167,9.092,0.32,Md,10,245,6,0.02,NCSN,38784
33:42.6,36.2535,-120.41566,7.508,0.87,Md,6,113,7,0.23,NCSN,38819
21:18.1,36.24333,-120.80634,5.386,1.33,Md,21,89,3,0.06,NCSN,38746
30:28.1,36.1965,-120.28883,9.18,0.96,Md,7,175,8,0.01,NCSN,38748
35:15.6,36.265,-120.39333,7.258,0.53,Md,6,133,5,0.01,NCSN,38749
35:01.8,36.02717,-120.5885,3.485,0.18,Md,6,154,5,0.01,NCSN,38846
12:01.9,36.22167,-120.2445,11.164,1.14,Md,6,188,9,0.01,NCSN,38923
22:21.4,36.2275,-120.40083,6.545,1.05,Md,9,128,6,0.02,NCSN,38947
45:39.1,36.25217,-120.81333,7.276,2,Md,38,78,4,0.06,NCSN,38948
56:14.6,36.27317,-120.373,9.828,0.46,Md,6,97,4,0.01,NCSN,39022
07:00.4,36.2545,-120.81233,6.996,0.3,Md,9,91,5,0.04,NCSN,39416
16:16.9,36.15383,-120.22967,10.817,1.82,Md,20,82,15,0.06,NCSN,39074
29:01.3,36.18733,-120.2915,9.777,0.79,Md,8,102,8,0.03,NCSN,39078
37:42.6,36.2105,-120.31,12.198,0.71,Md,5,219,5,0.04,NCSN,39079
46:31.1,36.19667,-120.20567,6.687,1.63,Md,10,147,12,0.04,NCSN,39035
35:20.1,36.156,-120.25066,9.347,1.43,Md,24,74,13,0.05,NCSN,39198
11:44.3,36.1555,-120.22234,4.337,1.58,Md,17,85,15,0.07,NCSN,39099
19:28.3,36.04183,-120.59084,4.161,1.08,Md,19,72,3,0.05,NCSN,39158
10:43.2,36.19867,-120.274,6.477,1.6,Md,12,63,8,0.11,NCSN,39212
23:49.7,36.07867,-120.642,3.899,2.83,Md,46,79,8,0.05,NCSN,39333
55:35.2,36.281,-120.40767,7.118,1.14,Md,7,126,7,0.01,NCSN,39372
10:59.9,36.28633,-120.41067,8.148,1.86,Md,22,72,7,0.07,NCSN,39380
03:52.3,35.99117,-120.5445,4.513,0.89,Md,12,92,6,0.03,NCSN,39386
09:41.1,36.2255,-120.42817,3.025,1.2,Md,8,108,8,0.02,NCSN,39473
31:33.1,35.88467,-120.332,10.315,0.78,Md,15,186,6,0.03,NCSN,39493
07:07.1,36.05083,-120.63533,4.069,0.81,Md,4,115,4,0.01,NCSN,1125531
56:21.5,36.012,-120.56783,4.785,1.92,Md,35,61,5,0.05,NCSN,39535
01:31.0,36.0245,-120.57784,3.227,0.33,Md,4,209,5,0.01,NCSN,1125534
57:34.1,35.978,-120.53017,6.543,1.77,Md,29,73,4,0.05,NCSN,39538
41:20.3,36.12967,-120.37183,12.535,1.17,Md,8,102,7,0.02,NCSN,42305
13:21.7,36.08333,-120.64433,2.486,1.41,Md,15,103,5,0.04,NCSN,39842
11:00.4,36.23,-120.37217,7.838,1.21,Md,7,118,3,0.03,NCSN,42306
25:05.2,36.19316,-120.366,10.125,1.07,Md,13,150,7,0.03,NCSN,39846
53:59.6,36.17133,-120.29733,10.507,1.41,Md,10,63,10,0.09,NCSN,39674
26:01.1,36.26967,-120.43017,9.858,1.13,Md,6,131,8,0.02,NCSN,1125582
46:41.4,36.17817,-120.30033,7.527,1.72,Md,18,59,9,0.15,NCSN,39811
48:23.2,36.176,-120.30033,8.647,2.06,Md,26,59,9,0.11,NCSN,39812
20:13.3,36.29817,-120.4475,7.395,0.98,Md,7,210,8,0.02,NCSN,39819
59:32.6,36.20633,-120.2995,11.087,1.21,Md,7,200,6,0.02,NCSN,39825
10:03.0,36.284,-120.41583,9.248,1.2,Md,7,134,7,0.02,NCSN,39785
04:10.7,36.25633,-120.4365,2.905,2.47,Md,30,60,8,0.13,NCSN,39789
06:18.3,36.25117,-120.43034,3.171,1.59,Md,5,117,8,0.01,NCSN,39790
40:43.8,36.22766,-120.36183,9.561,1.5,Md,12,134,3,0.03,NCSN,39801
55:07.5,36.17417,-120.29366,9.573,1.54,Md,12,112,9,0.02,NCSN,39985
27:56.7,36.16933,-120.28867,9.303,1.4,Md,13,114,16,0.06,NCSN,39987
34:55.6,36.171,-120.29567,9.607,1.84,Md,18,61,10,0.06,NCSN,39988
52:44.6,36.21067,-120.36584,17.592,1.08,Md,4,196,5,0.01,NCSN,1125630
12:42.9,36.26583,-120.40683,7.138,0.8,Md,5,115,6,0.01,NCSN,40024
06:18.4,36.16383,-120.32183,9.203,1.04,Md,9,118,10,0.04,NCSN,40100
54:19.4,36.17517,-120.2945,9.097,2.03,Md,24,61,9,0.07,NCSN,40104
58:25.2,36.11067,-120.248,10.793,1.09,Md,8,143,17,0.02,NCSN,43070
58:30.2,36.15467,-120.23833,7.117,1.56,Md,8,149,17,0.02,NCSN,43071
16:44.3,36.171,-120.24834,16.567,1.45,Md,4,143,17,0,NCSN,40109
03:26.1,36.24166,-120.25417,15.167,1.03,Md,7,128,15,0.02,NCSN,40233
12:54.9,36.28833,-120.44183,11.588,0.96,Md,7,135,8,0.01,NCSN,43072
25:29.1,36.19517,-120.26067,8.584,1.85,Md,35,128,10,0.1,NCSN,40242
35:00.8,36.28233,-120.41016,7.468,1.06,Md,8,129,7,0.03,NCSN,40244
30:14.2,36.218,-120.356,11.151,1.69,Md,18,106,4,0.11,NCSN,40217
28:03.1,36.12217,-120.23766,10.616,1.59,Md,11,186,13,0.04,NCSN,1125679
11:38.2,36.19467,-120.30733,10.387,1.94,Md,29,56,7,0.05,NCSN,40327
14:55.3,36.21283,-120.34267,7.978,2.11,Md,19,103,4,0.03,NCSN,40333
51:40.1,36.16683,-120.27216,10.627,3.2,Md,46,67,11,0.05,NCSN,40338
21:29.7,36.16483,-120.28267,8.427,2.48,Md,43,64,11,0.1,NCSN,40349
05:07.6,36.17216,-120.28033,11.417,1.43,Md,15,87,10,0.04,NCSN,40429
38:14.2,36.17867,-120.298,9.657,1.45,Md,15,59,9,0.04,NCSN,40442
58:59.0,35.99467,-120.8805,11.249,0.82,Md,12,71,19,0.03,NCSN,40392
55:31.7,36.26683,-120.31433,4.647,1.59,Md,14,150,3,0.03,NCSN,40398
58:09.9,36.2705,-120.29867,4.747,1.2,Md,8,154,5,0.03,NCSN,40401
22:43.0,36.24633,-120.31,4.683,0.55,Md,6,192,11,0.26,NCSN,40402
